;"Agricultura, inclusive o apoio";"Pecuária, inclusive o apoio";"Produção florestal e pesca";"Extração de carvão mineral";"Petróleo e gás";"Minério de ferro";"Minerais não-ferrosos";"Abate e produtos de carne";"Açúcar";"Outros produtos alimentares";"Bebidas";"Fumo";"Têxteis";"Vestuário";"Couro";"Madeira";"Celulose e papel";"Impressão e reprodução de gravações";"Refino de petróleo";"Biocombustíveis";"Químicos";"Defensivos, desinfestantes e tintas";"Limpeza e Higiene";"Farmacêuticos";"Borracha e plásticos";"Produtos de minerais";"Ferro e aço";"Metalurgia de metais não-ferrosos";"Produtos de metal exceto máq.";"Eletrônicos";"Equipamentos elétricos";"Equipamentos mecânicos";"Veículos";"Peças veiculares";"Equipamentos de transporte";"Móveis";"Manutenção de máquinas";"Energia";"Água, esgoto";"Construção";"Comércio por atacado e varejo";"Transporte terrestre";"Transporte aquaviário";"Transporte aéreo";"Armazenamento";"Alojamento";"Alimentação";"Edição e edição integrada à impressão";"Rádio e TV";"Telecomunicações";"Desenv. Sistemas";"Serv. financeiros";"Atividades imobiliárias";"Atividades jurídicas e contábeis";"Serv. de arquitetura e engenharia";"Outras atividades profissionais, científicas e técnicas";"Aluguéis não-imobiliários";"Outras atividades administrativas";"Atividades de vigilância";"Administração pública";"Educação pública";"Educação privada";"Saúde pública";"Saúde privada";"Atividades artísticas";"Organizações associativas";"Serviços domésticos"
"Bebidas";"0.0000276394224005835";"0.0000446739001442465";"0.0000167976515550056";"0.0000429779103307256";"0.0000598361569019667";"0.000081371132498529";"0.000115188785624568";"0.00206904750139839";"0.0000254682676278304";"0.000160193173793922";"0.118834125507996";"0.0000332914372202679";"0.0000498666602850964";"0.0000518296928640506";"0.0000516202778101932";"0.0000643598384657433";"0.0000616832055007046";"0.0000612070498176446";"0.000145782848480727";"0.0000422193679168127";"0.0000541750934668896";"0.000103618084678212";"0.000184541431696176";"0.0000806620935751376";"0.0000971996680270303";"0.0000565246442681895";"0.000089541940270535";"0.000069247450405157";"0.00019649871744884";"0.0000799261581224343";"0.000149275125871527";"0.000386001309639183";"0.000119563867118551";"0.000120293170318921";"0.000184365541261572";"0.0000966554013499752";"0.000364012538113915";"0.0000285222794701441";"0.0000548083683329035";"0.000127432022837297";"0.0000747276105495967";"0.0000619126943227359";"0.0000361700274422633";"0.000357527651976664";"0.0000318408707294742";"0.0193954142948835";"0.11666961844027";"0.0000494642627205155";"0.0000268664954928606";"0.0000289487435340137";"0.000018762300752269";"0.000286238665432822";"0.00000632618470390455";"0.0000455491596483123";"0.0000463462669470187";"0.0000278624780743996";"0.0000412318337069358";"0.0000469278536297866";"0.0000208665708531939";"0.000182082197643395";"0.000392842291468202";"0.00015828960908576";"0.000317035384684441";"0.00101239687812488";"0.000714138032047941";"0.000147413681252945";0
"Fumo";"0.00000592130343436763";"0.00000807940573106123";"0.00000299406845089935";"0.00000512070617428949";"0.00000219714193048142";"0.00000512267539645073";"0.00000727040340100625";"0.0000143421098572018";"0.00000291158607142818";"0.0000168313649782197";"0.00000806205419643484";"0.0943963367287203";"0.0000142877305547677";"0.0000130356317366808";"0.0000160202606545267";"0.0000152064903600046";"0.0000484644776879215";"0.0000295147492770845";"0.000000988834962239338";"0.0000038489914964054";"0.00000822081838408149";"0.0000124951970319103";"0.0000264491641436481";"0.0000179285100204808";"0.000016677166536601";"0.0000170088708384819";"0.0000090225599805407";"0.00001497690962163";"0.0000117059411103888";"0.0000177010775758214";"0.0000147002983180888";"0.0000139404160124518";"0.000012337670494934";"0.0000138451853140714";"0.0000115859418624983";"0.0000157496393074389";"0.0000102879194224521";"0.00000182989304727302";"0.00000395149140538473";"0.000006116892959923";"0.00000501990663129674";"0.0000074304169128449";"0.00000410350086542328";"0.00000235682759150201";"0.00000219918385561911";"0.00000615670413535099";"0.00000903754298958149";"0.0000187582291482037";"0.00000384749386025569";"0.00000357859135342137";"0.00000311420823023767";"0.00000153999926015837";"0.000000490108060193695";"0.00000342037588920605";"0.0000212903035000489";"0.00000557239757154642";"0.00000824400001613222";"0.00000448834264622197";"0.00000170445151951672";"0.00000150788651010711";"0.00000312141792329788";"0.00000590135662628146";"0.0000049637043422373";"0.00000996629559342116";"0.00000283072093682652";"0.00000312275228147039";0
"Têxteis";"0.00248180770244227";"0.00014702592240984";"0.0000631151351500715";"0.00960970967937134";"0.000561792238041379";"0.0000369820354274796";"0.000329865166704688";"0.0000674407901017571";"0.00218070939238983";"0.000817909855965799";"0.000164702936581497";"0.0000453784971927117";"0.188652363748451";"0.193670644670059";"0.0608772803458715";"0.000265551083030877";"0.00156053640773065";"0.000273586121273023";"0.00000422648867488876";"0.0000337213432096484";"0.00024032694016125";"0.000866946928081634";"0.000448478869340733";"0.00224776099263293";"0.00677425760104615";"0.000471561498765543";"0.0000489853985685035";"0.0000818283174873322";"0.000597200213560723";"0.00010812592270831";"0.000634492132143161";"0.00020471610600106";"0.000770107695023358";"0.0138416395057971";"0.00241691958548945";"0.017646668333994";"0.000146521141917141";"0.000102870835600593";"0.000211147273534927";"0.00087974211491891";"0.000239584344362581";"0.000258598129836307";"0.00101898461582104";"0.000131131938763145";"0.0000775398883182369";"0.0107327095901472";"0.000742551695891415";"0.000162638372952459";"0.00021890243713164";"0.0000548329774127919";"0.0000540489216710793";"0.000050836117378685";"0.0000141121860907288";"0.0000822024310927542";"0.000190915630740055";"0.0000981220824209134";"0.000157693072528321";"0.000108193995001412";"0.0000589121617444667";"0.0000913757157343651";"0.00025795401721013";"0.000129741796540423";"0.000296260255294325";"0.000348683332549106";"0.000302949249959409";"0.00271253069656766";0
"Vestuário";"0.0000633556556104672";"0.0000311195218756551";"0.000588247771741136";"0.000466165632382975";"0.000670810435556938";"0.0000385125107217478";"0.0000541268195411164";"0.0000682817452799831";"0.0000421844960069031";"0.0000868784428442847";"0.0000225050958625643";"0.0000182586350681145";"0.00212693614068306";"0.0394081596463066";"0.00227437124205772";"0.0000267284970040673";"0.0000464995240576675";"0.0000260762301090097";"0.00000237169902801449";"0.0000107330153168593";"0.0000216872832924135";"0.000162368248126367";"0.0000307936821925614";"0.0000441105644146566";"0.0000727529297252326";"0.000278187583867636";"0.0000889198626692926";"0.0000335283756676661";"0.000725781945068611";"0.0000282425410399512";"0.0000795969896660679";"0.000205198585475233";"0.0000520993290541736";"0.000425513284095707";"0.0000936616180582779";"0.000452717504281537";"0.000189956603434513";"0.000571225175588409";"0.00275804700915624";"0.000112554649714569";"0.000422810469671941";"0.000771953679810062";"0.000787140294822178";"0.00745190715798506";"0.00121509973169952";"0.00520533039919833";"0.00108184252435901";"0.0000287858833310344";"0.00362129030112715";"0.000386521324645228";"0.0000131784091230445";"0.00176321489564075";"0.0000798679493494954";"0.0000550443332528969";"0.00284907682356611";"0.000430244377165478";"0.0000608088378291766";"0.000955744789886994";"0.0069823395712302";"0.00129707597790316";"0.00390965741297964";"0.0000319877178626218";"0.000536122224450346";"0.000370332752617717";"0.00331940486783488";"0.00791968234470289";0
"Couro";"0.0000301192208966768";"0.0000837557124154812";"0.0000205554647082632";"0.000341352052863848";"0.0000528475946872859";"0.0000371414180986046";"0.0000625146612213113";"0.000107027332355949";"0.0000118224758670816";"0.000148155936052508";"0.000060505754256507";"0.000023584408044403";"0.000155280317511793";"0.000340643209147442";"0.149747435268532";"0.0000829884225504555";"0.000442949098269486";"0.0000794785250862044";"0.00000534403760878261";"0.0000665472638137959";"0.0000777249956272774";"0.000276271816117473";"0.000208032985180599";"0.0000824386268940564";"0.000277054980876034";"0.000113393507674241";"0.0000528610182698108";"0.0000508879137739131";"0.000412328445082201";"0.00004421016201455";"0.000106487006420015";"0.000102435977781923";"0.000113962850941308";"0.000166650139462788";"0.0000884974019763545";"0.000315498235901278";"0.0000919164378677557";"0.000518494943984316";"0.0000448836198469067";"0.000104800837290631";"0.0000234710847549128";"0.0000440725742619018";"0.0000257116061991553";"0.000068620342273842";"0.0000152027930309591";"0.000111708120712839";"0.0000752747284643447";"0.0000249196174980503";"0.000895243913270398";"0.0000119535679265352";"0.0000380294621279251";"0.000010682430631825";"0.00000281157142180986";"0.00000942399286877425";"0.0000723511820185254";"0.0000195856993116967";"0.0000478485506737559";"0.0000417927851375647";"0.00149575821331555";"0.0000438525913313242";"0.0000439858492693969";"0.000018455534889921";"0.0000621224931613882";"0.00010309753608366";"0.0000385533632394805";"0.000044063706146287";0
"Madeira";"0.0016307064380919";"0.00180330286462348";"0.000392429612072624";"0.000348959029632211";"0.0000209131848479612";"0.0000197471301392962";"0.0000301367818479424";"0.00019135680343901";"0.0000180455117242238";"0.00139206337956151";"0.00134051103693473";"0.0000251415496863799";"0.000566288325481851";"0.0000433956766555612";"0.0000420773800613046";"0.12511355064381";"0.00661454053019509";"0.0000879612609526772";"0.00000283436133678871";"0.0000187546831348713";"0.000166387958446675";"0.000701175380392447";"0.0000933535240397465";"0.0000344908274731301";"0.000157961064639949";"0.000464140181586201";"0.000194413581324792";"0.0000694953997864999";"0.00221043629419877";"0.000047884554763452";"0.000147984273440386";"0.00322314680678672";"0.00160877996334547";"0.000870912565347678";"0.00465365096325417";"0.0867609755292931";"0.00010689498384765";"0.00191828550231543";"0.000238632111335495";"0.00792691378049605";"0.00204126494984534";"0.000017054397519363";"0.0000276738124257513";"0.0000152714123698475";"0.000806383840288017";"0.000160035148551826";"0.0000756335837132943";"0.0000565095814960099";"0.00492464949791762";"0.000053646086628563";"0.0000420841404728515";"0.0000450979850184624";"0.000624319983392735";"0.0000863126298678551";"0.0000573979319296935";"0.0000370305485519165";"0.0000817558380615845";"0.000522681286034181";"0.0000272659189881687";"0.000125184340127232";"0.000107389898132159";"0.000155977218801434";"0.0000450784897942783";"0.0000625633540608368";"0.000326403069858241";"0.00108140387996832";0
"Celulose e papel";"0.00161502545283529";"0.00114146822485637";"0.000759794969860942";"0.000749825509524804";"0.000352165180993062";"0.00109756039445715";"0.00169839119374696";"0.012806343501308";"0.000585451243368884";"0.0140329454543043";"0.00357107377442546";"0.0547391742717205";"0.0145237644713955";"0.00867531622581097";"0.0173688502360986";"0.0175990252497912";"0.154118406250686";"0.0603669372956392";"0.00039818376073462";"0.00137615386539726";"0.000933161270785429";"0.0034057042118944";"0.0414003941334246";"0.0159568875727494";"0.0178232430751411";"0.0205729901218472";"0.000666891530223548";"0.000577493685776516";"0.0107475117315373";"0.0171901919380761";"0.00596040323105372";"0.00178841090434301";"0.00200966127568167";"0.00829511938132821";"0.0018917738095849";"0.0119961205747775";"0.000625005538756602";"0.000330014293617538";"0.00154618134120927";"0.00076490744120585";"0.00520679005627649";"0.000626219030468756";"0.00503147419113257";"0.000733783160155691";"0.00274197356290379";"0.00891114740221831";"0.00485095068337026";"0.0308555786438941";"0.00220913248129459";"0.0005179825790295";"0.00199735592396215";"0.00253684617079422";"0.00042230403182425";"0.00610864859279544";"0.0047274628947822";"0.00473600264261373";"0.00731713063208145";"0.0074679739558802";"0.00122895298425356";"0.00131954881862923";"0.00294495726855496";"0.00367619759689228";"0.00097213590183992";"0.00407308959103116";"0.00214923912473908";"0.0032887640188359";0
"Impressão e reprodução de gravações";"0.0000328603210843845";"0.0000191603312490605";"0.000147334317734996";"0.0000281714057571953";"0.0000485205717880162";"0.000178689235048012";"0.00030304962772217";"0.000333370336898015";"0.000311430010944989";"0.000519334875768465";"0.00316234377018606";"0.000451630387477668";"0.00045897485839148";"0.000580332778011778";"0.000423833700206931";"0.000591289514822546";"0.0025159240360084";"0.0677288011262032";"0.0000184268983690221";"0.000219989982608965";"0.0000533514089608835";"0.000333178922191896";"0.000413985668174028";"0.000325494996626155";"0.00055534264844284";"0.00036038728782676";"0.000177620998856249";"0.0000673694658197404";"0.000312927270710159";"0.00185978755875407";"0.000287046681986972";"0.000292145675412473";"0.000215106747484489";"0.000299973561625514";"0.000178296641996022";"0.000609410948532051";"0.0000612451066295372";"0.00010836101174694";"0.000243655816125684";"0.000110159198180515";"0.00606948669254984";"0.000209663995099532";"0.000238637363288576";"0.00117302432003125";"0.000593109813368017";"0.000411311530128798";"0.000367041110140111";"0.0792498059655863";"0.0109951799240796";"0.00440853123307257";"0.0103268657977019";"0.00363817134179138";"0.000523341913646206";"0.00245547101877411";"0.00362926259075221";"0.0348373011237943";"0.00140415299300897";"0.00746534932536582";"0.000137292961472237";"0.00170610349923017";"0.00110196823607249";"0.000415211563464079";"0.000730237141023395";"0.000715283810771843";"0.009509669624619";"0.0034719390895315";0
"Refino de petróleo";"0.0334052911844607";"0.0260980620192196";"0.0185748999571424";"0.0462559047888716";"0.00897574954369571";"0.0287313197230868";"0.0793351143541318";"0.0101860326746537";"0.0232517784508437";"0.0130442543134363";"0.00829021788041779";"0.00142631957936673";"0.00512338913459256";"0.00157188594063471";"0.00509162372280204";"0.00629726416380788";"0.0167539025965262";"0.00147079468761463";"0.281463160443254";"0.0193695131241782";"0.0688803544290874";"0.0190569819244033";"0.0131194772266943";"0.00288694956460923";"0.0179655044294937";"0.0297927620400616";"0.0139455500358601";"0.0304222031475879";"0.00375608805037734";"0.00194562959555794";"0.00984061282833643";"0.00378444339753836";"0.00541892538730274";"0.00437945521538503";"0.00289949953422948";"0.00371657651354676";"0.00512811072775319";"0.0197249329914144";"0.015896218960466";"0.0124585300236714";"0.0116955798553081";"0.186674047925408";"0.0490497032694816";"0.0574145695840399";"0.0142909416397113";"0.00360941000117652";"0.0039082364541815";"0.00159822574494083";"0.00186299119364987";"0.000777168466798343";"0.00111786720286786";"0.00127837720215313";"0.000185397168413178";"0.00284846658799059";"0.00663051343106567";"0.00114053144063926";"0.0132765466685628";"0.00263184643652944";"0.00880816779420793";"0.00378065796153584";"0.00169872921325339";"0.00116096253066489";"0.000916510447198941";"0.00157454494057005";"0.00337598951116749";"0.00290668153596943";0
"Biocombustíveis";"0.000282087405132137";"0.000517856076747235";"0.000138938500710457";"0.000282031367506007";"0.00128701171765913";"0.0000400507590196158";"0.0000702567120517851";"0.000558659316818451";"0.00591783391076342";"0.00343616798656165";"0.00215777561860132";"0.00000986360866917716";"0.0000609448451486708";"0.0000119622610097027";"0.0000296007946275911";"0.0000505729875374992";"0.000070665803418897";"0.0000312700553759403";"0.0296066976839246";"0.00757229427703663";"0.000886827548787775";"0.00401402868947737";"0.0150176897491738";"0.00581555767310715";"0.000051090860841075";"0.0000712530227151561";"0.0000634568011705171";"0.000104154666268684";"0.000154188802068515";"0.00000947011592583601";"0.0000596028798420375";"0.0001012772697049";"0.0000508809022071061";"0.0000393494663139439";"0.0000251097334292793";"0.0000469011051412783";"0.0000913215607663812";"0.00038773178154331";"0.000120520716351314";"0.000234142559186545";"0.00016595357556303";"0.000743609094022922";"0.0000147240879871836";"0.0000044890538968886";"0.000233246224028552";"0.000115680621078133";"0.000691677254721128";"0.0000180934499024595";"0.0000389576924489951";"0.0000206664832947579";"0.0000105046638137919";"0.0000118854110626557";"0.00000284634112163236";"0.0000178680315542394";"0.00037703173216933";"0.0000775790942959618";"0.00001672152227679";"0.0000476226279553589";"0.000715283514407405";"0.000781647209204431";"0.000364957417162257";"0.000059351738776862";"0.000272637872350161";"0.000133372752219331";"0.0000713856753871807";"0.000257801384597052";0
"Químicos";"0.0928235810264751";"0.0199925245482523";"0.0108406211306417";"0.00848588896965508";"0.0111779146437823";"0.00157037018615832";"0.0060964301147455";"0.00101068158012497";"0.00395917541877555";"0.00302512719114066";"0.0017529836481744";"0.00131151617775085";"0.0645302567575201";"0.00162700230388798";"0.0271576867252529";"0.0121397198764206";"0.036788594937202";"0.00308761089399356";"0.00348867699716112";"0.0149572507561679";"0.186738689874017";"0.141506843608865";"0.0677379004885316";"0.0142797320590702";"0.116908587426209";"0.0231043504558642";"0.0080446861978663";"0.0157918690846322";"0.0106528098841862";"0.00174060774508586";"0.029545505307867";"0.00195568620299366";"0.000899317830614594";"0.0108703628403531";"0.0087082585224896";"0.0183562860174628";"0.00399192742402869";"0.000523871786343604";"0.013797133285607";"0.000497526491016572";"0.000901831851651508";"0.000298768573222867";"0.000214828856219602";"0.0000910927961733962";"0.00035289441909988";"0.000771586488061182";"0.000429468287506257";"0.000372638164216644";"0.000240969072491696";"0.000226883447357258";"0.000168871784542126";"0.000169709792075046";"0.0000719113982252665";"0.000344424844174705";"0.000976923394757033";"0.000239702473736648";"0.000409126680749581";"0.000482204773411942";"0.000106051810784508";"0.00011447027322099";"0.000308334852427258";"0.000623390612588154";"0.00207558563413438";"0.00466723813191222";"0.0013081875323287";"0.00121415796855099";0
"Defensivos, desinfestantes e tintas";"0.0461364202051497";"0.00777548023724908";"0.00141941442894441";"0.0835571184265844";"0.00188639528430882";"0.00257086575932527";"0.00758428309476037";"0.00316244652353918";"0.000744616174824884";"0.00973915759967995";"0.00165449788581925";"0.00065968415757322";"0.00995268848892601";"0.000981594665515471";"0.00702720049623669";"0.0175365920656313";"0.0224968921551112";"0.051782723666988";"0.00107139152548";"0.00379526193998556";"0.013925536693892";"0.0682441038455912";"0.0339584345888367";"0.0130705608012399";"0.0343972316372805";"0.0140690246297481";"0.00383921817555958";"0.00186429107210654";"0.00724382053005914";"0.00589883439314279";"0.00448825891731841";"0.00211375378370346";"0.00399436645027335";"0.00402598809928162";"0.00460855271532231";"0.00882840669571668";"0.0119466264555543";"0.000484075879581194";"0.00510652311409038";"0.0106295840415547";"0.00287608766489629";"0.0010382052951756";"0.000158202969482552";"0.000264170475293461";"0.000476677758042979";"0.00091426588562623";"0.000253427798251384";"0.00814553973815715";"0.00297683480093413";"0.000174259167951517";"0.000132076601063609";"0.000137887423767896";"0.00167569232244886";"0.000160938631803334";"0.00103361539198982";"0.000337852415264404";"0.000661091785270107";"0.00442195467887341";"0.000109210719137578";"0.000441772157114355";"0.00141865241792793";"0.0003712325970535";"0.00464335053749296";"0.000354473920896285";"0.00122327129116864";"0.000833048651243997";0
"Limpeza e Higiene";"0.00152466752741287";"0.000811717777468924";"0.000097482266327809";"0.00144328442755312";"0.000457074847632184";"0.000752382699743699";"0.00109955653712688";"0.000505777271353807";"0.000355486490755683";"0.0010629589566839";"0.000493865153192109";"0.000210952550979851";"0.0011766148091127";"0.000785998293616732";"0.000371969158106007";"0.000877446679451053";"0.00102750420163104";"0.000548364327024551";"0.000326065978865553";"0.000332167288075183";"0.00134409939166604";"0.00387756314498865";"0.0248252797722687";"0.000856822511886633";"0.000772819638335162";"0.000923615922818322";"0.000390925339773065";"0.00108652591356751";"0.00371410628752497";"0.000974427053248564";"0.000458930472693116";"0.000635984921862249";"0.000371469819696488";"0.00049789106787944";"0.000346343552106776";"0.000462054187919463";"0.000372362045286326";"0.0000955702133558582";"0.00091120768735425";"0.000299542041940533";"0.00166590991277095";"0.000852208757503731";"0.000599455516460359";"0.0000698649930205732";"0.000838715101164211";"0.0026710903997904";"0.000440408666076829";"0.000589358272316609";"0.00079891983798963";"0.000677572527403496";"0.000127896960791078";"0.0000654526654081764";"0.000011235225146204";"0.00106357423552518";"0.00152243579636414";"0.00111413451465192";"0.00215926733572958";"0.00652736536180915";"0.0000725162423459503";"0.000320669782353652";"0.000815873953306566";"0.00137238591711313";"0.00080063877117683";"0.00336676052501765";"0.00412307814761956";"0.004435743616263";0
"Farmacêuticos";"0.00246612084948103";"0.0260508494841279";"0.000824026999798432";"0.000228297117835084";"0.000419327148356586";"0.0000835037204839171";"0.000112910008305948";"0.000132393399661341";"0.0000507932325071067";"0.000562081285399691";"0.000229435840996895";"0.0000654026853244521";"0.000806965149742383";"0.00080727074296873";"0.000473121212895549";"0.00018339448880577";"0.000309082228201567";"0.000142674065988285";"0.0000074062263603514";"0.000110182751453639";"0.000821812712321092";"0.00198226312863273";"0.000885220423428355";"0.0182571431626272";"0.00122123128735406";"0.000422070651597571";"0.000105078448258739";"0.000155789968481624";"0.000165405511865846";"0.000129719511972657";"0.000396076795811241";"0.000286404891295047";"0.000201123979857007";"0.000258238938406637";"0.000162522625259301";"0.000376356985411599";"0.000249254706682435";"0.000025798915528786";"0.0000952787224242931";"0.000275836664001649";"0.000154293024475795";"0.0000523738569741713";"0.0000798379790144626";"0.0000243003272497462";"0.0000595246667150357";"0.000175960695816655";"0.000112488727870559";"0.0000735670873579076";"0.0000542914510782448";"0.0000507698264138452";"0.0000509124771812749";"0.0000274289539063022";"0.0000178817385090142";"0.0000621524868126576";"0.000487690373810069";"0.000250843026377745";"0.000160823144531134";"0.000135346394969145";"0.0000245680095229968";"0.00035421105165215";"0.00141363186786358";"0.000860434043433212";"0.0174601600971676";"0.0187900222110333";"0.00037262918998489";"0.00207376652102074";0
"Borracha e plásticos";"0.00194589172042355";"0.0012706173277877";"0.00113910754906309";"0.00763508409679777";"0.000973689105567748";"0.00490552896915729";"0.0039907445974354";"0.00996423531391742";"0.00322523248149164";"0.0252543171923624";"0.0377636026564251";"0.000414492332129522";"0.00552347461525969";"0.00369904691480765";"0.0174520797378743";"0.00580125758901745";"0.00894811063894279";"0.0420740848638135";"0.000254096634911312";"0.00109671888024881";"0.0095182573686177";"0.0107411000477314";"0.0402429360501122";"0.00722563647995779";"0.117957314608424";"0.0200529202899874";"0.00394083374339599";"0.000670437802046765";"0.00636503873574533";"0.0158892846865515";"0.0259535761390328";"0.0145567891856133";"0.041934270474776";"0.0351267293476105";"0.0184314468860849";"0.0282734034075865";"0.0152366332212884";"0.000677952192700636";"0.0052304656648346";"0.0147238198317122";"0.00550377253900155";"0.0141109322446201";"0.000248496449427576";"0.022640776598517";"0.00113167132736419";"0.00111994654904789";"0.00167473287030929";"0.000494798585188383";"0.000198489492240298";"0.000165956501011829";"0.000211863471170879";"0.000202719237116084";"0.000193293131125849";"0.00227309287102176";"0.000524430054747367";"0.000231566419284629";"0.00588244739205052";"0.00213563877778226";"0.000107743206754827";"0.000302682389151456";"0.000822317550333741";"0.00043843987954365";"0.00318025738889496";"0.00219769799380193";"0.000922516436013429";"0.000769546734346723";0
"Produtos de minerais";"0.00890159210586605";"0.0137376900135056";"0.00190567125428655";"0.00416232340119016";"0.00117685222330083";"0.000127080784227551";"0.000690785142064919";"0.000159243884094039";"0.00205137105240312";"0.00480089223804646";"0.0186981564196369";"0.000147561229466984";"0.000445199102132046";"0.0005488937430817";"0.000400334345132131";"0.000561324313892848";"0.00258260835552255";"0.00169603943294917";"0.000293962217064246";"0.000282444922218004";"0.00364987620269554";"0.00349319586932485";"0.00787829143257742";"0.00111209164466615";"0.00432787751519159";"0.10191960096066";"0.00257401381745733";"0.000510385042099349";"0.00139575386741465";"0.00035272822390347";"0.00396073622137559";"0.00225525235410685";"0.0101463512018191";"0.00138240787474051";"0.0031863583633739";"0.00608362671721625";"0.00318011708937541";"0.00613887780722754";"0.0141105195779104";"0.0816779649525714";"0.000488686105054733";"0.000136850289694796";"0.000097723785803584";"0.0000433972304133535";"0.00024031192520061";"0.00743113604509488";"0.00246886635879614";"0.000425867163776043";"0.000194105195685778";"0.000114501390173187";"0.0000866371267589658";"0.000088247381936428";"0.0039735932816446";"0.00017569438615007";"0.000195820497795744";"0.0000945620465577577";"0.000206940135420662";"0.000428866704650552";"0.0000568785341070277";"0.000689243953377894";"0.000728046815157538";"0.000296387262102002";"0.00104117898529057";"0.000563307617383479";"0.000658425199872831";"0.00115617987960301";0
"Ferro e aço";"0.000518559214226721";"0.00182616593183816";"0.000327573942053239";"0.00601301267107803";"0.0127432826635918";"0.000369310575640549";"0.00674937721850875";"0.00119899371385878";"0.0000743558894078786";"0.000517943396756315";"0.000885438475925855";"0.0000724989039081315";"0.000165716485574697";"0.000107279733042513";"0.00012706689869439";"0.000277220319441196";"0.00219232318415717";"0.000239328904687285";"0.000244353610659716";"0.000136720716267768";"0.000417344721942449";"0.000969716910443867";"0.00081878358265547";"0.000338507019115512";"0.00888804479047621";"0.00812118389288157";"0.124459728759241";"0.0252445100017088";"0.20403685067948";"0.000896815006058308";"0.0478862924380447";"0.0763466004071982";"0.0413350247890959";"0.0949608143422181";"0.0259405530385386";"0.0211491352937982";"0.0156497471131898";"0.00102388222100848";"0.00183260297105259";"0.0275317228689096";"0.00138262477498459";"0.000195187950997045";"0.000113274966961498";"0.0000718169450103081";"0.000287515254943574";"0.000474563743897105";"0.000262297973491674";"0.000145545357887594";"0.000137681448944195";"0.000157854676477881";"0.000258404201446031";"0.00012519110334801";"0.0000472149328706251";"0.00022888324906539";"0.000740627786639257";"0.000102604986977913";"0.00468186753255246";"0.000199242329561862";"0.00011475193037092";"0.000316747653256367";"0.000222177270849642";"0.000464093669293507";"0.000152555914789436";"0.000116226512166322";"0.000912705992732927";"0.000181692067689081";0
"Metalurgia de metais não-ferrosos";"0.000466256807373201";"0.000317878754180879";"0.0000985496842658933";"0.000554301280636155";"0.000435609023897881";"0.000236067879591296";"0.00633660489114033";"0.00122177654025758";"0.000126508744158304";"0.00171875720560689";"0.000423252832145102";"0.0000468771545548743";"0.000258653338995164";"0.000195579866582437";"0.000264068301642476";"0.000116633110103646";"0.00367249609071449";"0.0100746084348444";"0.0000194932848969935";"0.0000869693091948233";"0.00404412040685133";"0.00458357770903658";"0.00127357919103134";"0.000360719339748013";"0.00097841228773585";"0.00140040520602808";"0.00963067061007669";"0.110905800100059";"0.0123941474193498";"0.00163910259065606";"0.0742593403915798";"0.0136601219801681";"0.00337863434448327";"0.051628621618825";"0.0179151839220796";"0.0179512988118602";"0.0243458251327621";"0.000217998935718933";"0.00277527227370581";"0.00391374206266429";"0.000930365928928988";"0.000105716377307733";"0.000146199265459659";"0.0000478675799406411";"0.000268136940889968";"0.000526931521288616";"0.000244277934463811";"0.000154628620135871";"0.000160524603678992";"0.000177822086565202";"0.000139914032364202";"0.000147817300620399";"0.000107737294300592";"0.000277124364186741";"0.000221760757791309";"0.000125199689856548";"0.000296210940961572";"0.000213759057948481";"0.000100852507714477";"0.0000855192407314315";"0.000072930617271276";"0.000516290847018132";"0.00020995620791176";"0.000547432495191459";"0.00108877211153937";"0.000254269042431605";0
"Produtos de metal exceto máq.";"0.00125414006274744";"0.00354875114219492";"0.00132674977596562";"0.00360620343058253";"0.00871575917525374";"0.00819495579359366";"0.0147543241832097";"0.00807103914509763";"0.0017330937422757";"0.00772684300833438";"0.0427711315504106";"0.00157930977132051";"0.00192735538942574";"0.00157771271762096";"0.00176231479070227";"0.00759601775849917";"0.00186980341142838";"0.00194203867341198";"0.000869937064398539";"0.00167483522973594";"0.00331689878623543";"0.0141182936720311";"0.0213108692293342";"0.00241315830277293";"0.00242350031009095";"0.0023698476163989";"0.0221484192766199";"0.00431473579255195";"0.0678258993981492";"0.0111826842093588";"0.0298234193060145";"0.0441101839659865";"0.0217569193980782";"0.0296845026300047";"0.0507620939697025";"0.0141808460742798";"0.0415601434271994";"0.00751270364531227";"0.0126875623733043";"0.0332142126891363";"0.00156889625733887";"0.00057465110680015";"0.000798007761763822";"0.000186533114063664";"0.000560257466585059";"0.00243752865977257";"0.00305527708331278";"0.000429708395147448";"0.000444353771451293";"0.000359881523507461";"0.000258259978765149";"0.000158971157746366";"0.000643173419054865";"0.000362041206747679";"0.000782844894392241";"0.000211235363633511";"0.000632236168764482";"0.00129675258787412";"0.00226644251226119";"0.00182011296320028";"0.000451699162225257";"0.000549942546338453";"0.000933512780071497";"0.000633213745446741";"0.00127862854209143";"0.000933291338314127";0
