;"Agricultura, inclusive o apoio";"Pecuária, inclusive o apoio";"Produção florestal e pesca";"Extração de carvão mineral";"Petróleo e gás";"Minério de ferro";"Minerais não-ferrosos";"Abate e produtos de carne";"Açúcar";"Outros produtos alimentares";"Bebidas";"Fumo";"Têxteis";"Vestuário";"Couro";"Madeira";"Celulose e papel";"Impressão e reprodução de gravações";"Refino de petróleo";"Biocombustíveis";"Químicos";"Defensivos, desinfestantes e tintas";"Limpeza e Higiene";"Farmacêuticos";"Borracha e plásticos";"Produtos de minerais";"Ferro e aço";"Metalurgia de metais não-ferrosos";"Produtos de metal exceto máq.";"Eletrônicos";"Equipamentos elétricos";"Equipamentos mecânicos";"Veículos";"Peças veiculares";"Equipamentos de transporte";"Móveis";"Manutenção de máquinas";"Energia";"Água, esgoto";"Construção";"Comércio por atacado e varejo";"Transporte terrestre";"Transporte aquaviário";"Transporte aéreo";"Armazenamento";"Alojamento";"Alimentação";"Edição e edição integrada à impressão";"Rádio e TV";"Telecomunicações";"Desenv. Sistemas";"Serv. financeiros";"Atividades imobiliárias";"Atividades jurídicas e contábeis";"Serv. de arquitetura e engenharia";"Outras atividades profissionais, científicas e técnicas";"Aluguéis não-imobiliários";"Outras atividades administrativas";"Atividades de vigilância";"Administração pública";"Educação pública";"Educação privada";"Saúde pública";"Saúde privada";"Atividades artísticas";"Organizações associativas";"Serviços domésticos"
"Eletrônicos";"0.0000682591873953874";"0.000100634693145461";"0.00008313069605946";"0.000517587743830274";"0.00143509986235412";"0.000352963507912203";"0.000697887592000522";"0.000233110315874467";"0.000149739035929035";"0.000197755105933369";"0.000248643692285657";"0.0000906866940306861";"0.000192073290987689";"0.000487120390636883";"0.000246011062879014";"0.000289082864767927";"0.000421349424077563";"0.00350908173365817";"0.0000298408516251177";"0.000199458476650636";"0.000214896234357202";"0.000305779294559831";"0.000299625233606563";"0.00028581774373471";"0.000301666449400167";"0.000415351041662015";"0.000709878420349936";"0.000591661184358099";"0.00028664165112165";"0.0920133557221962";"0.00411374177751166";"0.00423032783758157";"0.00145136670983853";"0.00133787198640555";"0.0013025849477586";"0.000683942674629472";"0.00636799164660289";"0.000778871962666233";"0.000506856745074767";"0.00107035616167586";"0.000419939339259723";"0.000222235848391236";"0.000805626961472064";"0.000273094163303588";"0.00119331155927573";"0.000269523778067103";"0.000144992791315026";"0.000625805199220163";"0.00553659738903389";"0.00113060741685883";"0.0117035137626891";"0.000707259019723958";"0.0000438960317301166";"0.00139989640253037";"0.0123843601171798";"0.00100078819143894";"0.00115690139594801";"0.0047168236468174";"0.00118896737442347";"0.000603318554257387";"0.00297341032999347";"0.00124651551160605";"0.00195987299802266";"0.0014960549437048";"0.000928935406786961";"0.00270875666722982";0
"Equipamentos elétricos";"0.000199411178230875";"0.000712984512822855";"0.000232544402384988";"0.0012198167784715";"0.0013607100426481";"0.000733306530972503";"0.00149256832946956";"0.000363376018444717";"0.000496693515763958";"0.00051265081109517";"0.000828833795924354";"0.000283493932030123";"0.00107870561264438";"0.000403504250383055";"0.000372483362571899";"0.000878685166788492";"0.000922507890909521";"0.000998184316700673";"0.0000328951291692653";"0.000266580183273761";"0.000844345948797564";"0.000583321876994928";"0.000779081229034613";"0.000325692699275117";"0.00118865562606649";"0.00149683799341111";"0.000843564936347052";"0.00278000413267585";"0.00130219705732039";"0.0184632632807737";"0.0866342078625074";"0.0180729141367632";"0.00492130145160359";"0.0112374221545143";"0.00661976538045302";"0.00288509704123704";"0.0276466966242616";"0.0179665496892321";"0.00367900336935677";"0.0138849758164169";"0.00108378392943719";"0.00255343893628224";"0.00154150350399205";"0.000159630875117476";"0.000801861424888471";"0.0014440065941249";"0.000230039078432518";"0.000388694796003898";"0.00159784385041479";"0.00444880469908879";"0.000247832869981608";"0.000122414850956438";"0.000786367774111788";"0.00232801067376094";"0.00139959944359719";"0.000327744842241117";"0.000783875853963884";"0.00255615840920214";"0.000137816910120163";"0.000230169989732789";"0.000372698513087803";"0.000256102002066023";"0.000318232961722981";"0.000413692613435935";"0.00173761030266477";"0.00450474919266861";0
"Equipamentos mecânicos";"0.000194377059463215";"0.000385612290712563";"0.000362001341427575";"0.00744857798634575";"0.019612839469233";"0.0269708132960288";"0.0396389036805789";"0.000505057559240612";"0.000299991665714404";"0.000636710613912802";"0.00188355957890521";"0.000150231788505074";"0.000329816821052212";"0.000444183250682219";"0.000357451772837595";"0.00196145886171303";"0.000751016404769971";"0.00143270305044625";"0.0000858078300368615";"0.000357589415409957";"0.000473072601282121";"0.000877760077490058";"0.00127105244152084";"0.000444757272313891";"0.00183460586559776";"0.000883307930564856";"0.00199815357824406";"0.00150463481373146";"0.00316771023582739";"0.00222763737231302";"0.00999031910474903";"0.104366114228565";"0.0122076076932834";"0.00378075688340458";"0.00842873685607838";"0.00124336255534555";"0.104637158027964";"0.000776682913699666";"0.00186548479954747";"0.00681160812385355";"0.00110461838189794";"0.000712220243333996";"0.00854875242536597";"0.000370097863074915";"0.00186683442703713";"0.0004330467456829";"0.000226108426190964";"0.000567360125932433";"0.000204367101885083";"0.000401321347558677";"0.000302935477935623";"0.0000524324831670028";"0.000050292223127867";"0.000196828566863265";"0.000842293271840482";"0.000135524497240883";"0.000538347596254304";"0.00544788517831392";"0.000205519279760793";"0.000415540034426338";"0.000182670494879498";"0.000141738676237131";"0.00133955917962089";"0.000310799059436455";"0.000475676392303532";"0.000220092571365037";0
"Veículos";"0.0000958947716059722";"0.000142310299478614";"0.0000517339833661501";"0.000124777527441281";"0.0000692033608406134";"0.000132209487329802";"0.000165167296766037";"0.0001768912639768";"0.00113789858503122";"0.000221720588759036";"0.000161602667972005";"0.000129823204877673";"0.000281569252936749";"0.000191464700179934";"0.000209111392633894";"0.0001834012224938";"0.000231820440271002";"0.000174345311438431";"0.0000160582514734881";"0.0000681535058398052";"0.0001642043176899";"0.00060895921305807";"0.00031293142435279";"0.000350024285382182";"0.000215832729913165";"0.000198454621209331";"0.000212823345574312";"0.00030859868856986";"0.000196035524651267";"0.000528816047094905";"0.00138521703915738";"0.000942225984130328";"0.0347843773493614";"0.00171904257673505";"0.0011882946140382";"0.000259030540545753";"0.000989338990838698";"0.000316223584550405";"0.000129347955414056";"0.000329846902110131";"0.000512868018279656";"0.00214237539809787";"0.0000890189147807653";"0.0000445841261632245";"0.0000473131769822034";"0.000100670385195469";"0.000134919051952186";"0.000162784569033039";"0.0000830087450309725";"0.000141487856953851";"0.0000840423353147482";"0.0000170885429136265";"0.0000189827775706097";"0.0000641462115766981";"0.00108748922580316";"0.0000794196508467199";"0.000177683996534326";"0.000082009075259181";"0.0000292024048543786";"0.0000644758931157122";"0.0000537128121797531";"0.000182417575639125";"0.0000951904592807595";"0.000154817983718529";"0.0000914268663837787";"0.0000943630574938808";0
"Peças veiculares";"0.0000739736372834451";"0.000120940634386244";"0.0000531214760726572";"0.000533067004978733";"0.000593646553206208";"0.000778860358810524";"0.00159413326492866";"0.000243467068547186";"0.000112254100984069";"0.000409980206368519";"0.00100257522510936";"0.0000433158628632579";"0.00025815051229322";"0.000103851730038843";"0.000362086665123179";"0.000247345596278658";"0.000217185298354125";"0.000688638079551015";"0.000021457313513176";"0.0000890839385640512";"0.000189971034224712";"0.000444603823293364";"0.000789044702561128";"0.000230709774409343";"0.00139404350907174";"0.000443380754850099";"0.000989681407959374";"0.00141472840882321";"0.00175633959537079";"0.00178953986364514";"0.00359488935683173";"0.00479120757152803";"0.20336980617971";"0.105740924699834";"0.00265008610521724";"0.000692294503628684";"0.0058076262707734";"0.000320094414849632";"0.000356056828480934";"0.0011708069635529";"0.0133341919363615";"0.0288831297822497";"0.000379955807478686";"0.000507348905378804";"0.000214972059555735";"0.000268208744143673";"0.00014402785388232";"0.000117229489884422";"0.0000820116701190467";"0.000122027081363642";"0.000100001560399298";"0.0000526672824948889";"0.0000359537386345128";"0.000140890187505328";"0.00112128329903359";"0.000049276883712102";"0.00329571354082895";"0.000270150081880504";"0.0000717307675404685";"0.00150418259023708";"0.00126861306818886";"0.000211138802313537";"0.00117514942836825";"0.000119515671885024";"0.00040124055167758";"0.000139268996426761";0
"Equipamentos de transporte";"0.00000859017326244399";"0.0000141716951233251";"0.0000147932802480119";"0.000109016950379976";"0.000101833901305745";"0.000163133611224644";"0.000244240421676418";"0.000031637175159328";"0.0000313027237688381";"0.0000372788668017778";"0.0000748163665066084";"0.0000174658317523287";"0.0000335614202783352";"0.0000653296746969428";"0.000065230269513394";"0.0000564241011150781";"0.000080268905850581";"0.000135980277501643";"0.00000631496540388444";"0.0000424364923414037";"0.0000413498048911669";"0.0000735878858916222";"0.0000963286348245428";"0.0000998900655700098";"0.0000995320737937488";"0.0000805607956862549";"0.000190071786086078";"0.000108146594180598";"0.000133658924007704";"0.0000604554932716663";"0.00013465380935761";"0.000531900747084154";"0.000372651387517392";"0.000249207698462875";"0.140601649424734";"0.000208847134384005";"0.00418412716151992";"0.0000323957839014415";"0.0000615990823114367";"0.0000848912140632237";"0.000178873110831303";"0.00308151717198278";"0.000187789960217798";"0.000109559477826763";"0.000082453174947554";"0.0000405356187076137";"0.0000334951165273892";"0.0000790613515483715";"0.0000218465456493161";"0.0000286458791015914";"0.0000387159722372058";"0.0000120463295396624";"0.00000427942752359993";"0.0000300667145389219";"0.000286893525506309";"0.0000189852527527309";"0.000112253969389161";"0.000050336357754424";"0.0000233911938790153";"0.000395977231920996";"0.0000206864201346467";"0.0000765088907550023";"0.0000481685644038452";"0.0000807845810463424";"0.0000999528321818313";"0.000264186681672632";0
"Móveis";"0.000109697054193994";"0.000158738482347591";"0.000264408030451483";"0.000397643438389268";"0.000373596287846701";"0.000477428776336844";"0.000488456544362435";"0.000270312681326855";"0.000202352841161637";"0.000504152450143758";"0.000882268805862378";"0.000084835406876173";"0.00112218740376637";"0.0170375994226299";"0.00590393660682845";"0.000951727839870705";"0.000450397905597257";"0.000867245997600571";"0.0000506545472259803";"0.000118635955509425";"0.000817039702442178";"0.00092901177356715";"0.000847022528316591";"0.000667318624763333";"0.00176649421649928";"0.00163854923508527";"0.000391827001360448";"0.000225614772564455";"0.000628834173724372";"0.000506286588277901";"0.000739970771805652";"0.00410669991061001";"0.00191935255580229";"0.00535901113006192";"0.00146885095721566";"0.0239096466561963";"0.00218252781553595";"0.000273743357794271";"0.000749374949698508";"0.00141374439995163";"0.000498418066071419";"0.000345636353227366";"0.00510534271914955";"0.000159301781113897";"0.00131193046893558";"0.000410982080051616";"0.000120085711497103";"0.000250946184957933";"0.00119766580785426";"0.0000586037630535365";"0.000572709912777232";"0.000322572448706651";"0.000179340802598293";"0.000977395451529611";"0.0038263693948552";"0.0021003323076273";"0.00849641577853972";"0.000777797715589089";"0.000391879481727413";"0.000724460902068714";"0.00301815244471155";"0.000283468102360079";"0.0104597037590944";"0.0295282465794069";"0.00343314421048099";"0.000595243105836732";0
"Manutenção de máquinas";"0.000271921205285734";"0.000253415399743401";"0.00348281488694496";"0.0337314167935047";"0.0135428322692181";"0.0140257179515127";"0.0400015292749103";"0.00329319146269839";"0.00924923627222255";"0.00198786182905366";"0.00453443042381584";"0.000825180750964342";"0.00493186521551224";"0.0066264530863231";"0.00331564053496789";"0.0123890917403265";"0.0243327097351512";"0.0463165007060342";"0.00169245004976632";"0.0138731293836409";"0.00814266974937383";"0.00921500999096559";"0.00446227506646106";"0.00804453684122018";"0.00426233852769226";"0.0224255997879233";"0.0517042613459089";"0.0280076963515936";"0.00479463767004694";"0.00100975151707254";"0.0053056758741711";"0.0101954745382385";"0.0010198602942825";"0.00600746104097821";"0.0075081769683767";"0.00726243651478305";"0.0112737799270776";"0.00571977982679856";"0.0131276982357711";"0.00304006178773234";"0.00388075622887724";"0.00211594731428142";"0.0557734343518512";"0.0148758755015458";"0.0224403238067799";"0.000419860160114848";"0.0012282707741568";"0.0246491986924803";"0.00270325808190237";"0.0032932271941616";"0.00476453384222246";"0.00064362166852498";"0.000176493655812637";"0.00401010449954289";"0.00262214270189676";"0.0014867905282492";"0.0178588824088052";"0.00394259514068419";"0.00576540024064861";"0.00112757748679721";"0.0004647514894488";"0.00000952459338242835";"0.00522162068948339";"0.00356067780609351";"0.00937240963374822";"0.00302478609243895";0
"Energia";"0.0266494144942938";"0.0324223436898747";"0.0113127638898449";"0.03554671967152";"0.00164854401766616";"0.0137211212089367";"0.0273389518250328";"0.0062585524232795";"0.00140770204842847";"0.0118424147733383";"0.00912475241499673";"0.00407078032509187";"0.034989617282442";"0.00313138589542667";"0.00708003778152883";"0.0244828282513271";"0.0309797104591403";"0.00726954348990582";"0.00037152743569188";"0.004118585928333";"0.0372979423526906";"0.0108334744538567";"0.00561191086464426";"0.0049393185834142";"0.0215685456758873";"0.0426100342505873";"0.03732009272285";"0.0502815492570131";"0.0110907441663984";"0.00193575886828889";"0.0084952922691472";"0.00497586444677889";"0.00314238665452953";"0.0146088937189848";"0.00638934625042463";"0.00513499445486573";"0.00281571119507775";"0.269903530034627";"0.0504537159790666";"0.000772615079196717";"0.01399371224021";"0.00373184172296925";"0.00278464370344201";"0.00107471889849482";"0.00813993315809501";"0.0421931849787698";"0.00586623740849158";"0.00586514260752589";"0.00799368628182508";"0.00863466524129225";"0.00325434776771828";"0.00349116282051024";"0.000737971562121186";"0.00426154626713099";"0.00355948307627496";"0.00169420087436012";"0.00287961403223004";"0.0215625903013712";"0.00196311959553972";"0.00720034417410198";"0.00772469498423486";"0.0194575812615982";"0.00842359804861838";"0.00756876319328666";"0.0172768183301279";"0.0183950944311831";0
"Água, esgoto";"0.0000530454720298102";"0.0000534687976110925";"0.0000893122485293894";"0.0017138271758835";"0.000233322451131201";"0.00159966146063157";"0.00292443045023994";"0.000767905395159639";"0.00113189208712179";"0.00153833682251569";"0.00436779237866188";"0.0000990569515678398";"0.00173475295793444";"0.000556240928784468";"0.000758355359703596";"0.00474167296108997";"0.00319495270042929";"0.000593169302317598";"0.000690598022672694";"0.000849597316370396";"0.00359916425714606";"0.00377428379899519";"0.00322208567882142";"0.00112914425993543";"0.00363267544388534";"0.00565916202935775";"0.0262604550372615";"0.0256329703928046";"0.00140791157186352";"0.000498118077842339";"0.000793015453446078";"0.000788683731637587";"0.000670640549275822";"0.00241334780650378";"0.00221998958459411";"0.000946067515759747";"0.00040725577401607";"0.000352086855436047";"0.00735010184574145";"0.00051799228940258";"0.00344587703905536";"0.00121536450093711";"0.000928705392984006";"0.000287769850257449";"0.00507498856879782";"0.0144278094863611";"0.00419406433513914";"0.00177912953792965";"0.00145626064815032";"0.000271694617240254";"0.000796622849230405";"0.000837750832545663";"0.000518392886653453";"0.00275717157995529";"0.00105289880965608";"0.000374194565283955";"0.00125310797519811";"0.0195503888893687";"0.00108237180165315";"0.0138977141826752";"0.00579622432322784";"0.00256662969716301";"0.00803809987253324";"0.00810885000866514";"0.0029925491140585";"0.0140226678121666";0
"Construção";"0.000277078351531277";"0.00132358905172323";"0.000313627972102103";"0.000349913929673801";"0.0158713480299932";"0.0158270990719342";"0.0196962996032273";"0.0000448607578335365";"0.000178032539352732";"0.0000799435067739517";"0.0000407305297888323";"0.0000408643643591962";"0.000685958556112681";"0.000106596020280007";"0.0000472571687414821";"0.0000342848362786212";"0.000330173057491539";"0.000916542009605385";"0.0000637847206414028";"0.000816927225943721";"0.000581127830045035";"0.0000968727655153392";"0.0000803746583402763";"0.0000825999164323357";"0.0000762723205435687";"0.00034159455590782";"0.00122791742949349";"0.0233300997260594";"0.000516516354912987";"0.000721172433521762";"0.000236750421224258";"0.000717027887964332";"0.00142975655681718";"0.000349338183192846";"0.00635218595329259";"0.000281210041369059";"0.0000726584579596353";"0.0000795229944660736";"0.0826326425494891";"0.0959897797215993";"0.00185878161500835";"0.00148821406746448";"0.000770719419867982";"0.000536100666194791";"0.0119077069104852";"0.012380930464132";"0.00179368625053978";"0.000852107569827727";"0.00701818073702079";"0.0248234363861433";"0.00817117327317616";"0.00294862125617087";"0.00349191558203608";"0.00157238303477097";"0.0102710972402623";"0.000220944624737273";"0.00503331497388211";"0.0123602565483278";"0.00040475997573942";"0.0179318694249688";"0.00459925894557422";"0.00532206645156238";"0.0188920264582923";"0.000177918700283377";"0.00370302911310439";"0.0037896260345758";0
"Comércio por atacado e varejo";"0.0408932643353231";"0.0602552289276861";"0.0210952735287724";"0.0407463049616274";"0.0184738756913472";"0.0313073183119015";"0.0552052662213645";"0.0789418630099575";"0.0218282719949305";"0.0944443808154071";"0.0547537920720077";"0.0467358007647275";"0.0659413848396273";"0.0729423468107417";"0.073294312038171";"0.0689990461549375";"0.0901718230411853";"0.0697991937728079";"0.0221694663509867";"0.0315811802002419";"0.0576516140824656";"0.0760367234785076";"0.0714434584653351";"0.0622238101520124";"0.0755003115828109";"0.0748575665269283";"0.0666037686654494";"0.106049471776817";"0.0587753613900392";"0.0743988255948991";"0.0904336622997416";"0.097604597413983";"0.0713591475961404";"0.0739643383375352";"0.0781809308486226";"0.0871092428914491";"0.0769191066822105";"0.0123998505421308";"0.0277282489307268";"0.0459135847555226";"0.0245122525046297";"0.0550825849653243";"0.0274195244175289";"0.0224699130794802";"0.012806873229874";"0.0240296589637272";"0.0589891443635786";"0.066417815008016";"0.0259508839113402";"0.031733371873774";"0.0147351314106945";"0.00601241661826458";"0.0026306521035253";"0.0105959615325039";"0.0203707063221696";"0.0316807846176708";"0.0377708246340289";"0.0166481003374994";"0.0105688611792415";"0.00940669783504515";"0.0171258395179447";"0.0155407650907979";"0.0394273189766201";"0.0660966183336938";"0.0156219891255904";"0.0166377568744672";0
"Transporte terrestre";"0.0197782579053046";"0.0202738767993417";"0.0210854967578466";"0.0398992263550046";"0.0242705028682846";"0.0314086132184316";"0.0440827644427773";"0.0482948211366362";"0.0625613451275966";"0.0786286032063612";"0.0541752780552892";"0.0152513481103219";"0.0282520341282233";"0.0190370443251409";"0.0323444031221631";"0.0364528875046633";"0.0390215738172829";"0.0164071138938833";"0.00812547309680994";"0.0454395972430994";"0.0411700350168151";"0.0375539602430405";"0.0464038209803371";"0.0441575702574754";"0.0305093196887135";"0.0380259327787425";"0.0609583917435882";"0.0299567975094754";"0.0296238093162157";"0.0239766987031615";"0.0254140082195844";"0.0222974611918689";"0.0282122001437271";"0.0229381723963597";"0.0215186004996178";"0.0225051133888102";"0.00928030527155113";"0.0110926425998952";"0.00776659984367332";"0.00965052739160523";"0.0319926259042761";"0.0962807348876994";"0.017734386482433";"0.00972963509831338";"0.0399926974844492";"0.0119614422523415";"0.019449921382167";"0.0229663418219808";"0.012404046392447";"0.00425190188088324";"0.00506212597790631";"0.00438296033690413";"0.000573003559055713";"0.00609888846390303";"0.0142285520889867";"0.00424071314328134";"0.0122679361477158";"0.00427192512993591";"0.00430534474857729";"0.00490279779274076";"0.00762013781891233";"0.0134193454126641";"0.00875765987368792";"0.00411596389134421";"0.00741658173474171";"0.0204235012573342";0
"Transporte aquaviário";"0.0000254587915640433";"0.0000514568117523167";"0.000000412238113039099";"0.000146559063020009";"0.0151788229541302";"0.00000062278330508812";"0.000654420195021828";"0.00259243711856443";"0.000987137757839536";"0.00133058682306397";"0.000136303038733931";"0.000056451421252618";"0.000257892800859889";"0.000187155809034449";"0.000101857152695935";"0.00255262964744574";"0.00747796975946897";"0.000664584969863501";"0.00170162616683032";"0.000124786500282835";"0.00363459304222203";"0.000351890596913057";"0.000679013732226761";"0.0000593790783442874";"0.000311235560030844";"0.000817363996165148";"0.00217536792831365";"0.0017410094503993";"0.000276533464992035";"0.000647306095196167";"0.00035614358476769";"0.00104487623794208";"0.00060277773573403";"0.000472212674860132";"0.00197828559865849";"0.0000194595480592179";"0.0000922599596130471";"0.0000533964111311034";"0.000025218212989412";"0.000051476475201299";"0.000508521693037396";"0.00115696552681711";"0.0407345055686121";"0.000178754477287803";"0.000344308277641703";"0.0000766466234197391";"0.000187040984694926";"0.0000534550341156665";"0.000098602321196851";"0.0000254285457789209";"0.0000939936599547123";"0.0000238925395334751";"0.0000060158793464746";"0.0000528072898579769";"0.0000499304538713643";"0.000065276586770726";"0.000091423250817061";"0.00065489484502769";"0.0000468299942113545";"0.0000239740508610853";"0.00000444405119285848";"0.0000764304281182235";"0.0000116362892698031";"0.0000156322220072886";"0.000191700874114999";"0.0000433898103635678";0
"Transporte aéreo";"0.00000842922504187441";"0.00000356009882502402";"0.000100220392144319";"0.000342299999065115";"0.00669466184912522";"0.000108873598459673";"0.00162829893599738";"0.000861149588440019";"0.000144765176403649";"0.000756503659547227";"0.000533239050025659";"0.00157403309253844";"0.000662485709242716";"0.000473793026427866";"0.00113802574306495";"0.00105348821553871";"0.000970393352418426";"0.00110732033204671";"0.0000940380134124206";"0.000135925889452816";"0.0015691822949944";"0.0029819607066445";"0.000278021554888957";"0.0016816081282709";"0.00035815886873853";"0.00105459342060443";"0.000731238715774751";"0.000245151728778115";"0.000390747046092996";"0.0030522993295949";"0.00168093687048419";"0.00131489928308413";"0.00110895644898282";"0.000986936495629966";"0.000706873404076591";"0.000507413846174124";"0.000692959041436851";"0.00141222161936238";"0.000688470830877585";"0.00194457810984781";"0.00231596680265732";"0.000634656344400244";"0.00543857306866666";"0.000332054956359069";"0.00611115598230516";"0.00230833331930037";"0.000253409822023941";"0.000781917041106218";"0.00337175208670002";"0.000907252541818169";"0.00411510070139145";"0.00386583851964328";"0.0000971311446570647";"0.0036829351833483";"0.00389274455924447";"0.00489839759355001";"0.0016385762453326";"0.00153800628118453";"0.000646205601294742";"0.00145835210555773";"0.00100025383281598";"0.0165997990552298";"0.00169269089905013";"0.0000277890048217709";"0.00222156256141711";"0.0570780709542261";0
"Armazenamento";"0.00278928413883598";"0.000432130458387462";"0.00214497788422033";"0.00138417320165204";"0.0131916579207402";"0.0179443740519605";"0.0237221656668936";"0.00931144283420057";"0.025533700294387";"0.0113611050904309";"0.0214662027369723";"0.00194741725821218";"0.00402190831418849";"0.00176883347195022";"0.00402065825251852";"0.00563002893855735";"0.0134617649112837";"0.00879588926700138";"0.00211311780851092";"0.0157911039761286";"0.00678824354078512";"0.0113396563661266";"0.00866129792247188";"0.00874457904454377";"0.00230585681359474";"0.00347510459416299";"0.0197857846199544";"0.00277842463118104";"0.00710317392752996";"0.00875057920485925";"0.0104082780386978";"0.00280412008420216";"0.0163207654348589";"0.00599881533895697";"0.00756159037339038";"0.00385422582144141";"0.00204674673960741";"0.00219494394269628";"0.000449625320379622";"0.000946203096494989";"0.0102700555121834";"0.0210096327485174";"0.126855086688834";"0.0755131932511679";"0.032912063966803";"0.00274645963971439";"0.00122143723500404";"0.0039575032386626";"0.00233070621883379";"0.00365304156524217";"0.0013942975685712";"0.00941526103401687";"0.000510815230966473";"0.00318067355151132";"0.00339628775096686";"0.00286279284114539";"0.00542827755546072";"0.00413509480909578";"0.00216642127855461";"0.00553221437732111";"0.00117255308682667";"0.00519297085915369";"0.00233306900081465";"0.00158376659473917";"0.00213738105921334";"0.0112971915908088";0
"Alojamento";"0.0000359793802704563";"0.0000467401050259931";"0.00010837730340724";"0.000351546739448445";"0.000582934992993647";"0.000448806401359006";"0.000623781951698809";"0.000605171488944233";"0.000321114968341684";"0.000604029587538118";"0.000379789757429045";"0.000974041834463385";"0.000381145465311366";"0.000229385716646984";"0.00041221428994662";"0.000227921654340047";"0.00059184713364287";"0.000378945964412068";"0.0000470414807098028";"0.000258149558368017";"0.000538964785377672";"0.00110105581434792";"0.000557264104798868";"0.00163898222549958";"0.000544319550762052";"0.000500730717826848";"0.000815486692100694";"0.00034785028619616";"0.000767398050653861";"0.000831974860188103";"0.000852949741503581";"0.00128109972679017";"0.00044099790428783";"0.000527854806352941";"0.000787684421170837";"0.00074767465357596";"0.000438572500135921";"0.000391603014975019";"0.000199393712817505";"0.00113199418544724";"0.0013798922393623";"0.00039765213222039";"0.000287034387391855";"0.00141673397614418";"0.00089805369954493";"0.0000408795552427866";"0.000122734581194882";"0.00217775477575876";"0.00209556271495912";"0.000324156497966678";"0.00195848392329484";"0.000952852120147488";"0.0000595852557739549";"0.000788288349062058";"0.0021166232112405";"0.000712292613191844";"0.00172963357799105";"0.000447086801809739";"0.000667279748419785";"0.00234256570634486";"0.00126484620974404";"0.00189608502531369";"0.00151110664778073";"0.0000445778626052588";"0.0020727235176016";"0.0311052491570669";0
"Alimentação";"0.0000652819496395301";"0.0000785885040718694";"0.000157736475271804";"0.000204917667086668";"0.00076420397554334";"0.0000680379149074675";"0.000491198304753393";"0.000129466519791749";"0.000100788696318315";"0.000571416188832349";"0.000128551980941117";"0.0000861795547090436";"0.000297209945032713";"0.000175459363101305";"0.000117216462035383";"0.000121359824768067";"0.000234733230959832";"0.000607222393976781";"0.0000188822945908887";"0.00010811376069069";"0.000495560099937268";"0.00129769649105394";"0.000162868152160733";"0.00276954639977444";"0.000208133759948705";"0.000131051338286695";"0.000316109954079796";"0.000865260340436247";"0.000296799810218301";"0.000149960766838195";"0.000141888489579796";"0.000585098284425938";"0.00144622398904496";"0.00019652654482081";"0.000158487461038751";"0.000150462848996704";"0.000838028345052731";"0.000720348115466404";"0.000328393263023875";"0.000122384869099787";"0.00065723619201907";"0.000208669450707626";"0.000411659889242149";"0.0251238051809542";"0.000421109712706336";"0.00722499827453302";"0.000194358083386692";"0.000256741104388536";"0.00656926895741809";"0.000516720882823623";"0.00020539516841752";"0.00429849670890131";"0.0000957843509675081";"0.00464768011907696";"0.000224430538047218";"0.00161600684662691";"0.000274458438110523";"0.004390403453325";"0.00022358969625767";"0.0133738303658321";"0.00685783034114614";"0.00185451905164076";"0.0266924602280563";"0.0122521086141508";"0.00146721218841573";"0.0495289986824468";0
"Edição e edição integrada à impressão";"0.000000384484091243414";"-0.000000597023677810015";"0.0000107629085675517";"0.00000152716685037235";"0.00000484401723405266";"0.0000132934563263258";"0.0000232418104866652";"0.0000187721558703142";"0.0000277480025092847";"0.0000301398101249052";"0.000248604804453266";"0.00000329650545740612";"0.000030875360851616";"0.000022432013311115";"0.0000159178972901696";"0.0000348797622383061";"0.000135845749472016";"0.00539230093976966";"0.00000158747972514598";"0.0000214187565950573";"0.00133034502480436";"0.0000238214568803449";"0.00000811973682591058";"0.000021059053348373";"0.0000230986127735613";"0.0000127482301010555";"0.0000154219466571217";"0.00000318968014892376";"0.000018835217842204";"0.000138471754064228";"0.0000164987998275744";"0.0000163115179332233";"0.000013487515463703";"0.0000419407108018316";"0.0000125373564768148";"0.0000324883232248522";"0.000235327312838825";"0.000435805801223484";"0.000138405003206542";"0.00000675819430280345";"0.000751167651177021";"0.0000192576785817237";"0.0000140895031514649";"0.0000984223213389852";"0.0000722695696228741";"0.00285008716689178";"0.0000497485930894094";"0.00765927291996605";"0.000967383721592704";"0.00123326218187465";"0.000856828095557992";"0.00429170169971073";"0.000143117626816723";"0.00211072964397341";"0.00180913340218635";"0.0391365276646396";"0.000750757087037635";"0.00063467113111452";"0.000018836147137503";"0.00155454498205066";"0.0110242824768772";"0.0242509988563735";"0.000285968403929931";"0.000881258075350713";"0.000877993747319772";"0.00208709964467447";0
